edibility,stalk-color,cap-color,spore-color,cap-shape,stalk-shape,gill-size,odor
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
edible,white,brown,white,knobbed,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
edible,white,white,white,bell,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
edible,white,brown,white,knobbed,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
edible,white,white,white,knobbed,missing,broad,none
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
edible,brown,brown,brown,bell,missing,broad,none
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
edible,white,white,white,knobbed,missing,broad,none
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
edible,white,brown,white,knobbed,missing,broad,none
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
edible,white,white,white,bell,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,club,broad,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
edible,brown,brown,yellow,knobbed,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
edible,brown,brown,brown,knobbed,missing,broad,none
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
edible,white,white,white,knobbed,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
edible,white,white,white,knobbed,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
edible,white,brown,white,knobbed,missing,broad,none
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
edible,white,white,white,knobbed,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
edible,brown,brown,brown,knobbed,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
edible,white,brown,white,knobbed,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
edible,white,brown,white,bell,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
edible,brown,brown,yellow,bell,missing,broad,none
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,club,broad,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
edible,white,brown,white,knobbed,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
edible,white,brown,white,bell,missing,broad,none
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
edible,white,brown,white,knobbed,missing,broad,none
edible,brown,brown,brown,bell,missing,broad,none
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
edible,white,white,white,knobbed,missing,broad,none
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,white,brown,white,knobbed,missing,narrow,foul
poison,white,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,foul
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
poison,brown,brown,white,knobbed,missing,narrow,musty
